,class,problem,code,answer
16,4,76의 약수의 개수는 몇 개일까요?,"a = 76
y = 0
for c in range(1, a + 1):
    if a % c == 0:
        y += 1
print(y)",6
17,4,"3.2, 61, 49, 12.1 중 가장 작은 수는 무엇인가요?","a = [3.2, 61, 49, 12.1]
y = min(a)
print(y)",3.2
18,4,"각도 12°, 60°, 20°가 있습니다. 이중에서, 가장 큰 각도와 가장 작은 각도의 차를 구하시오.","a = [12, 60, 20]
y = max(a) - min(a)
print(y)",48
19,4,분모가 20 인 분수 중에서 5/20보다 크고 11/20보다 작은 분수는 모두 몇 개 일까요?,"a = 20
b = 5 / 20
c =11 / 20
y = 0
for i in range(1, a):
    if i / a > b and i / a < c:
        y += 1
print(y)",5
20,4,숫자 카드 4.2 2.5 1.5 5.4 가 있습니다. 가장 큰 수와 가장 작은 수의 곱을 구하여 보세요,"a = [4.2, 2.5, 1.5, 5.4]
y = max(a) * min(a)
print(y)",8.100000000000001
21,4,"3+8/13, 2+7/11, 1+8/11' 숫자가 있습니다.가장 큰 분수와 가장 작은 분수의 합을 구해 소수점 아래 둘째 자리까지 표기해 주세요.","a = [3+8/13, 2+7/11, 1+8/11]
y = max(a) + min(a)
print(""{:.2f}"".format(y))",5.34
22,4,"숫자 22, 35, 60 중에서, 가장 큰 수와 가장 작은 수의 곱을 구하세요.","a = [22, 35, 60]
y = max(a) * min(a)
print(y)",1320
23,4,"숫자 2, 3, 8, 7, 9 가 있습니다. 이중에서, 20/60을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수를 구하세요.","a = [2, 3, 8, 7, 9]
b = 20
c = 60
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",4
24,4,"4 장의 수 카드 9, 6, 7, 6 중에서 2 장을 골라 만들 수 있는 서로 다른 가분수는 서로 다른 진분수보다 몇 개 더 많을까요?","from itertools import permutations

a = [9, 6, 7, 6]
b = list(permutations(a, 2))
c = 0
d = 0
b = set(b)
for i in b:
    if i[0] >= i[1]:
        c += 1
    elif i[0] < i[1]:
        d += 1
y = c - d
print(y)",1
25,4,분모가 54인 진분수 중에서 약분하면 6/9이 되는 분수의 분자는 몇일까요?,"a = 54
b = 6/9
y = b * a
print(y)",36.0
26,4,"9, 7, 3이 있습니다. 가장 큰 수에서 가장 작은 수를 뺀 값을 구하시오.","a = [9, 7, 3]
y = max(a) - min(a)
print(y)",6
27,4,8보다 5 작은 수는 몇 인지 구해보세요.,"a = 8
b = 5
y = a - b
print(y)",3
28,4,"5장의 숫자 카드 0, 3, 5, 7, 2 중에서, 2장을 뽑아 한 번씩만 사용하여 두 자리 수를 만들 때, 5로도 똑같이 나누어지고 6로도 똑같이 나누어지는 수를 구하시오.","from itertools import permutations
a = ['0', '3', '5', '7', '2']
b = 2
c = list(map(int, list((map(''.join, permutations(a,b))))))  
d = 5
e = 6
y = 0
for i in c :
    if (i % d == 0) and (i % e == 0):
        y = i
print(y)",30
29,4,"숫자 14/5, 18/8, 26/4 중에서, 가장 큰 분수와 가장 작은 분수의 차를 구해 소수로 나타내시오.","a = [14/5, 18/8, 26/4]
y = max(a) - min(a)
print(y)",4.25
30,4,"52, 486, 646, 385 중에서 두 수의 차가 가장 큰 경우를 찾고 차를 구해보세요.","a = [52, 486, 646, 385]
b = max(a)
c = min(a)
y = b - c
print(y)",594
31,4,25의 배수 중에서 가장 작은 수를 쓰시오,"a = 25
y = a * 1
print(y)",25
32,4,다음 수 37406312365124에서 백억의 자리 숫자와 십만의 자리 숫자의 합은 얼마인지 구하시오.,"a = 37406312365124
b = int(str(a)[-11])
c = int(str(a)[-6])
y = b + c
print(y)",3
33,4,"4/17, 1/7, 5/9, 2/14, 5/12, 6/12, 7/21 중에서 기약분수의 개수를 구하시오.","a = [(4, 17), (1, 7), (5, 9), (2, 14), (5, 12), (6, 12), (7, 21)]
y = 0
for i in a:
    for t in range(2, i[0] + 1):
        if i[0] % t == 0 and i[1] % t == 0:
            break
        if t == i[0]:
            y += 1
print(y)",3
34,4,한 자리 수이면서 36의 약수이고 30의 약수는 아닌 수 중 가장 작은 수를 구해보세요.,"a = 36
b = 30
for i in range(1, a + 1):
    if a % i == 0 and b % i != 0 and i < 10:
        y = i
        break
print(y)",4
35,4,"두 수 A, B가 있습니다. A와 B의 최대공약수는 9입니다. 2, 7, 15, 35, 109 중 A와 B의 공약수인 수를 찾아보세요.","a = [2, 7, 15, 35, 109]
b = 6
for i in a:
    if b % i == 0:
        y = i
print(y)",2
36,4,15/20를 서로 다른 세 단위분수의 합으로 나타내려고 합니다. 세 단위분수의 분모의 합 계산해보세요.,"from itertools import combinations
a = 15
b = 20
c = [1 / i for i in range(2, b + 1) if b % i == 0]
for i in list(combinations(c, 3)):
    if sum(i) == a / b:
        y = 1 / i[0] + 1 / i[1] + 1 / i[2]
        print(y)",27.0
37,4,"숫자 5890, 5231, 5005 중에서, 가장 큰 수는 무엇인가요? ","a = [5890, 5231, 5005]
y = max(a)
print(y)",5890
38,4,"분수 1/6, 2/7, 7/12, 8/13 중에서, 가장 큰 분수를 소수로 나타내세요.","a = [1 / 6, 2 / 7, 7 / 12, 8 / 13]
y = max(a)
print(y)",0.6153846153846154
39,4,"4, 7, 18, 36, 56 중 7과 약수와 배수의 관계가 되는 수의 개수를 구하여 보시오.","a = [4, 7, 18, 36, 56]
b = 7
y = 0
for i in a:
    if i % b == 0 or b % i == 0:
        y += 1
print(y)",2
40,4,"분모와 분자의 합이 72이고, 기약분수로 나타내면 3/5인 분수에서 분모와 분자의 차를 구하시오.","a = 72
b = 3/ 5
for i in range(1, a // 2):
    if i / (a - i) == b:
        y = abs(i + i - a)
        print(y)",18
41,4,"3개의 수 12, 15, 37가 있습니다. 이중에서 2 개를 골라 곱한 값이 180이라고 한다면, 고른 수 중 더 큰 값은 얼마입니까?","from itertools import combinations

a = [12, 15, 37]
b = 2
c = 180
d = combinations(a, b)
for i in d:
    if i[0] * i[1] == c:
        y = max(i[0], i[1])
        break
print(y)",15
42,4,"126, 105, 186, 194이 있습니다. 가장 작은 수는 무엇일까요?","a = [126, 105, 186, 194]
y = min(a)
print(y)",105
43,4,45의 약수가 되는 수는 몇 개인지 구해보세요.,"a = 45
y = 0
for i in range(1, a + 1):
    if a % i == 0:
        y += 1
print(y)",6
44,4,"숫자 46, 35, 18, 21, 45가 있습니다. 가장 큰 수와 두 번째로 큰 수의 곱을 구하시오.","a = [46, 35, 18, 21, 45]
y = sorted(a)[-1] * sorted(a)[-2]
print(y)",2070
45,4,12와 66의 최대공약수를 구하세요.,"import math

a = 12
b = 66
y = math.gcd(a, b)
print(y)",6
46,4,45과 68의 최소 공배수를 구해 보세요.,"import math
a = 45
b = 68
tmp = math.gcd(a, b)
y = a * b / tmp
print(y)",3060.0
47,4,"숫자 카드 4, 2, 0, 8, 7를 한 번씩 사용하여 가장 큰 세 자리 수와 가장 작은 두 자리 수를 만들었습니다. 만든 두 수를 곱하고 계산 결과를 구하세요.","from itertools import permutations

a = ['4', '2', '0', '8', '7']

a.sort(reverse=True)
b = int(max(map(''.join, permutations(a, 3))))

a.sort()
c = list(min(map(''.join, permutations(a, 2))))
if c[0] == '0':
    c[0], c[1] = c[1], c[0]
c = int(''.join(c))
y = b * c
print(y)",17480
48,4,"숫자 45, 38, 12, 55중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [45, 38, 12, 55]
y = max(a) * min(a)
print(y)",660
49,4,"A는 2×3×4×5×6, B는 2×3×5×6입니다. A. B의 최대공약수와 최소공배수를 더한 값을 구해보시오.","import math
a = 2 * 3 * 4 * 5 * 6
b = 2 * 3 * 5 * 6
y = math.gcd(a, b) + a * b / math.gcd(a, b)
print(y)",900.0
50,4,"16. 20. 35, 17 중 가장 많은 약수를 가진 수의 약수는 몇 개 인지 구해보시오.","a = [16, 20, 35, 17]
b = []
y = 0
for i in a:
    c = 0
    for t in range(1, i + 1):
        if i % t == 0:
            c += 1
    b.append(c)
y = max(b)
print(y)",6
51,4,"수 카드 22, 58, 96이 있습니다. 세 장의 카드 중 가장 큰 수에서 가장 작은 수를 뺀 값을 구해보세요.","a = [22, 58, 96]
y = max(a) - min(a)
print(y)",74
52,4,"수 30, 1, 34, 5 중 가장 큰 수와 가장 작은 수의 곱을 구하여 보시오.","a = [30, 1, 34, 5]
b = max(a)
c = min(a)
y = b * c
print(y)",34
53,4,젤리 30개와 과자 38개를 최대한 많은 모둠에게 남김없이 똑같이 나누어 려고 합니다. 몇 모둠에 나누면 될까요?,"import math
a = 30
b = 38
y = math.gcd(a, b)
print(y)",2
54,4,"숫자 4, 32, 36중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보시오.","a = [4, 32 , 36]
y = max(a) // min(a)
print(y)",9
55,4,"3개의 수 11, 12, 13가 있습니다. 이중에서 2 개를 골라 곱한 값이 132라고 한다면, 고른 수 중 더 큰 값을 쓰세요.","from itertools import combinations

a = [11, 12, 13]
b = 2
c = 132
d = combinations(a, b)
for i in d:
    if i[0] * i[1] == c:
        y = max(i[0], i[1])
        break
print(y)",12
56,4,반올림하여 십의 자리까지 나타내면 730이고 버림하여 십의 자리까지 나타내면 730인 자연수는 모두 몇 개인지 찾아보세요.,"a = 730
y = 0
for i in range(a - 10, a + 10):
    if a == round(i, -1) == i - i % 10:
        y = y + 1
print(y)",5
57,4,9/16보다 크고 56/3보다 작은 자연수는 모두 몇 개일까요?,"from math import ceil

a = 9//16
b = ceil(56/3)
y = b - a - 1
print(y)",18
58,4,2개의 긴 코와 8개의 다리를 지닌 코끼리 그림이 있습니다. 코끼리의 코와 다리의 수의 합은 몇 개일까요?,"a = 2
b = 8
y = a + b
print(y)",10
59,4,"숫자 카드 '6+5/7, 7/2, 1.5' 중에서, 가장 큰 수를 찾아 소수 점 아래 둘 째 자리로 표기해 보세요.","a = (6 + 5 / 7)
b = 7 / 2
c = 1.5
d = [a, b, c]
y = max(d)
print(""{:.2f}"".format(y))",6.71
60,4,어떤 수를 8로 나누었을 때 나올 수 있는 나머지 중에서 가장 큰 수를 3으로 나누었다고 하면 나머지는 몇입니까?,"a = 8
b = a - 1
c = 3
y = b % c
print(y)",1
61,4,"희선이의 중간고사 네 과목의 점수는 평균 82점입니다. 국어 95점, 사회 87점, 과학 80점일 때 수학 점수는 몇점일까요?","a = 95
b = 87
c = 80
d = 82
e = 4
y = d * e - (a + b + c)
print(y)",66
62,4,"3장의 숫자 카드 2,3,8이 있는데, 3 장을 한 번씩만 사용하여 AB/C와 같은 나눗셈식을 만들려고 합니다. 만든 나눗셈의 몫이 가장 작을 때의 몫을 구하시오. ","from itertools import permutations

a = ['2', '3', '8']
b = int(min(map(''.join, permutations(a, 2))))
c = int(max(a))
y = b // c
print(y)",2
63,4,"첫째 돼지는 벽돌을 3502개, 둘째 돼지는 벽돌을 3785개, 셋째 돼지는 벽돌은 3348개 날랐습니다. 벽돌을 가장 많이 나른 돼지와 가장 적게 나른 돼지의 나른 벽돌 개수는 몇 개 차이날까요?","a = [3502, 3785, 3348]
y = max(a) - min(a)
print(y)",437
64,4,"36, 6, 29, 2 중 가장 큰 수와 가장 작은 수를 곱한 값 구해보시오.","a = [36, 6, 29, 2]
b = max(a)
c = min(a)
y = b * c
print(y)",72
65,4,1부터 9까지의 자연수 중에서 64을 나누어 떨어지게 하는 수를 모두 구해 더해 보세요.,"a = 64
b = []
for i in range(1, 10):
    if a % i == 0:
        b.append(i)
y = sum(b)
print(y)",15
66,4,15와 20의 공배수 중에서 3 번째로 작은 수를 구해보세요.,"import math

a = 15
b = 20
c = (a * b) // math.gcd(a, b)
d = 3
y = c * d
print(y)",180
67,4,"다음 각도 85°, 120°, 60° 중 가장 큰 각도에서 가장 작은 각도를 뺀 값을 구하시오.","a = [85, 120, 60]
y = max(a) - min(a)
print(y)",60
68,4,"숫자 212, 8, 68, 5, 516 가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구해보세요.","a = [212, 8,  68, 5, 516]
b = max(a)
c = min(a)
y = b * c
print(y)",2580
69,4,26과 48의 최대공약수는 몇인가요?,"import math

a = 26
b = 48
y = math.gcd(a, b)
print(y)",2
70,4,"2/3, 4/5, 6/7 중 가장 큰 분수에서 가장 작은 분수를 뺀 값을 소수점 아래 둘째자리까지 나타내보세요.","a = 2/3
b = 4/5
c = 6/7
d = [a, b, c]
y = max(d) - min(d)
print(""{:.2f}"".format(y))",0.19
71,4,"4장의 숫자 카드 1,9,4,5를 한 번씩 모두 사용하여 두 자리 수 두개의 곱셈식을 만들려고 합니다. 가장 큰 곱과 가장 작은 곱의 차를 구하시오.","from itertools import permutations

a = ['1', '9', '4', '5']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c) - min(c)
print(y)",4179
72,4,"1/3, 2/5, 3/4이 있을 때, 가장 큰 수를 소수로 나타내보세요.","a = 1 / 3
b = 2 / 5
c = 3 / 4
y = max(a, b, c)
print(y)",0.75
73,4,두 32와 80의 공약수 중 가장 큰 수는 몇 일까요?,"import math
a = 32
b = 80
y = math.gcd(a, b)
print(y)",16
74,4,"숫자 3/18, 1/6, 2/12, 1/3가 있습니다. 이중에서, 7/42과 크기가 같은 분수의 개수를 구하시오.","a = [3/18, 1/6, 2/12, 1/3]
b = 7
c = 42
y = 0
for i in a:
    if i == b / c :
        y += 1
print(y)",3
75,4,"0부터 8까지의 숫자 카드를 한 번씩만 사용하여 9 자리의 수를 만들었을 때, 가장 작은 수의 3 은 가장 큰 수의 3과 몇 배 차이날까요?","a = [0, 1, 2, 3, 4, 5, 6, 7, 8]
b = 3

a.sort(reverse=True)
c = a.index(b)

a.sort()
if a[0] == 0:
    a[0], a[1] = a[1], a[0]

d = a.index(b)
y = 10 ** (c - d)
print(y)",100
76,4,"36과 60의 최대공약수는 12입니다. 2, 3, 4, 9 중 36과 60의 공약수가 아닌 것을 찾아보세요.","a = [2, 3, 4, 9]
b = 12
for i in range(1, b + 1):
    if b % i != 0 and (i in a):
        y = i
        break
print(y)",9
77,4,연지는 동생의 나이만큼 6개의 초를 꽂았습니다. 연지는 동생보다 5 살이 더 많습니다. 연지의 나이는 몇 살인지 계산해보세요.,"a = 6
b = 5
y = a + b
print(y)",11
78,4,"숫자 12,3,37,155 중에서, 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [12, 3, 37, 155]
y = max(a) * min(a)
print(y)",465
79,4,1에서 50까지의 수 중에서 1과 자기 자신만 약수로 가지는 수는 몇 개 있을까요?,"import math
a = 1
b = 50
y = 0
for i in range(a, b + 1):
    for j in range(2, int(math.sqrt(i)) + 1):
        if i % j == 0:
            break
    else:
        y += 1
print(y)",16
80,4,"4개의 숫자 2, 3, 4, 5 중에서 50/60을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수를 구하세요.","a = [2, 3, 4, 5]
b = 50
c = 60
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",2
81,4,"숫자 카드 3, 6, 1, 8, 5를 한 번씩 사용하여 가장 큰 다섯 자리 수를 만들 때 숫자 5 가 나타내는 수는 얼마일까요?","a = [3, 6, 1, 8, 5]
a.sort(reverse=True)
b = 1
c = 5
for i in range(len(a)-1, 0, -1):
    if a[i] == c:
        break
    b *= 10
y = c * b
print(y)",500
82,4,"숫자 12, 22, 27, 2, 5, 6가 있습니다. 이중에서, 가장 작은 두 자리 수와 가장 작은 한 자리 수의 곱은?","a = [12, 22, 27, 2, 5, 6]
b = []
c = []
for i in a:
    if i < 10:
        c.append(i)
    else:
        b.append(i)
y = min(b) * min(c)
print(y)",24
83,4,"52, 6, 34, 28 중 가장 큰 수와 가장 작은 수를 곱해보세요.","a = [52, 6, 34, 28]
y = max(a) * min(a)
print(y)",312
84,4,"29 로 나누었을 때, 나머지가 22가 되는 세 자리 수 중에서 500 보다 작은 수는 몇 개 인지 찾아보세요.","a = 29
b = 22
c = 500
y = 0
for i in range(100, c):
    if i % a == b:
        y += 1
print(y)",14
85,4,"과자와 피자, 치킨은 각각 500킬로칼로리, 600킬로칼로리, 652킬로칼로리입니다. 열량이 가장 높은 음식과 가장 낮은 음식의 열량의 차는 몇 킬로칼로리인지 구하시오.","a = [500, 600, 652]
y = max(a) - min(a)
print(y)",152
86,4,1/6과 크기가 같은 분수 중에서 분모가 30보다 크고 48보다 작은 분수의 개수를 구하시오.,"a = 6
b = 30
c = 48
y = c // a - b // a - 1
print(y)",2
87,4,"숫자 11, 13, 71, 53 중에서, 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [11, 13, 71, 53]
y = max(a) * min(a)
print(y)",781
88,4,"세 숫자 1.2, 3.3, 5.9 중에서, 가장 큰 소수와 가장 작은 소수의 합을 구하세요.","a = [1.2, 3.3, 5.9]
y = max(a) + min(a)
print(y)",7.1000000000000005
89,4,"수 11, 13, 15, 17, 19, 21 가 있습니다. 이중에서 10 이상 15 미만인 수를 구하시오.","a = [11, 13, 15, 17, 19, 21]
b = 10
c = 15
y = 0
for i in a :
    if i>=b and i<c:
        y += 1
print(y)",2
90,4,"숫자 1, 81, 33 중에서, 가장 큰 수에서 나머지 두 수를 뺀 값을 구하시오.","a = [1, 81, 33]
b = max(a)
c = 0
for i in a:
    if i != b:
        c = c + i
y = b - c
print(y)",47
91,4,분자가 12 보다 크고 분모가 23인 진분수는 모두 몇 개 일까요?,"a = 12
b = 23
y = b - a - 1
print(y)",10
92,4,"연필의 무게는 구슬 5개, 지우개의 무게는 구슬 1개, 볼펜의 무게는 구슬 6개, 필통의 무게는 구슬 20개의 무게와 같을때, 가장 무거운 물건의 무게는 가장 가벼운 물건의 무게의 몇 배입니까?","a = 5
b = 1
c = 6
d = 20
e = [a, b, c, d]
y = max(e) / min(e)
print(y)",20.0
93,4,"5장의 숫자 카드 5, 8, 2, 3, 6를 한 번씩 사용하여 백의 자리 숫자가 6인 가장 큰 다섯 자리 수를 만들어 보시오.","a = [5,8,2,3,6]
b = 6
a.sort()
a.remove(b)
y = 10000*a[3] + 1000*a[2]+ 100*b + 10*a[1] + a[0]
print(y)",85632
94,4,"숫자 57, 46, 29, 82 중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [57, 46, 29, 82]
y = max(a) * min(a)
print(y)",2378
95,4,"45, 11, 6, 4중 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [45, 11, 6, 4]
b = max(a)
c = min(a)
y = b * c
print(y)",180
96,4,"들이 10L, 9L 600mL, 4050mL가 있습니다. 가장 많은 들이와 가장 적은 들이의 합은 몇 mL인지 구하시오.","a = [10000, 9600, 4050]
y = max(a) + min(a)
print(y)",14050
97,4,"수 21, 40, 50 중에서 2개를 골라 곱한 값이 2000이라고 한다면, 두 수 중 더 작은 값은 얼마인가요?","from itertools import combinations

a = [21, 40, 50]
b = 2000
c = list(combinations(a, 2))
for i in c:
    if i[0] * i[1] == b:
        y = min(i[0], i[1])
        break
print(y)",40
98,4,"승호네 그룹의 멀리뛰기 기록은 승호 123 cm, 명수 111 cm,예슬 135 cm입니다. 가장 멀리 뛴 학생과 가장 가깝게 뛴 학생의 거리의 차는 몇 cm입니까?","a = [123, 111, 135]
y = max(a) - min(a)
print(y)",24
99,4,"숫자 12, 4, 48, 124중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","a = [12, 4, 48, 124]
y = max(a) // min(a)
print(y)",31
100,4,"숫자 카드 1, 3, 5가 있습니다. 카드를 한 번씩만 사용하여 다음과 같은 등식 5 * A = B 을 만들려고 할 떄, A는 한자리 수라면, 두자리수 B는 얼마입니까?  ","from itertools import permutations

a = [1, 3, 5]
b = 5
c = list(permutations(a, 3))
for i in c:
    if b * i[0] == (i[1] * 10 + i[2]):
        y = i[1] * 10 + i[2]
print(y)",15
101,4,"숫자 9. 81, 51, 23가 있습니다. 이중에서, 가장 큰 수에서 가장 작은 수를 나눈 몫을 구하세요.","a = [9, 81, 51, 23]
y = max(a) // min(a)
print(y)",9
102,4,42부터 75까지의 수 중에서 8의 배수는 모두 몇 개 일까요?,"a = 42
b = 75
c = 8
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4
103,4,"8, 6, 2, 7의 총 4개의 수 카드가 있다. 가장 큰 수에서 가장 작은 수를 빼면 몇 이 되나요?","a = [8, 6, 2, 7]
y = max(a) - min(a)
print(y)",6
104,4,"숫자 카드 78, 24, 35, 49이 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 몫을 구하시오.","a = [78, 24, 35, 49]
y = max(a) // min(a)
print(y)",3
105,4,1부터 100까지의 수 중에서 6의 배수이면서 8의 배수인 수의 개수를 구하여 보세요.,"a = 100
b = 6
c = 8
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4
106,4,"4개의 수 259, 47, 93, 346 중에서 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [259, 47, 93, 346]
b = max(a)
c = min(a)
y = b * c
print(y)",16262
107,4,"세 숫자 6/10, 8/13, 4/5 의 크기를 비교하여 기장 큰 숫자를 소수로 적으시오","a = [6/10, 8/13, 4/5]
y = max(a)
print(y)",0.8
108,4,"숫자 3773, 3623, 3253중에서, 가장 큰 수는 무엇인가요?","a = [3773, 3623, 3253]
y = max(a)
print(y)",3773
109,4,어떤 수는 50의 약수이면서 5의 배수가 아닙니다. 조건을 만족하는 어떤 수는 모두 몇 개 일까요?,"a = 50
b = 5
y = 0
for i in range(1, a + 1):
    if a % i == 0 and i % 5 != 0:
        y += 1
print(y)",2
110,4,"분수 2/5, 3/8, 6/15, 9/13가 있습니다. 이 중 가장 큰 수를 소수점 둘째자리까지 표기하세요.","a = [2 / 5, 3 / 8, 6 / 15, 9 / 13]
y = max(a)
print(""{:.2f}"".format(y))",0.69
111,4,"수 카드 26, 50, 11 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","a = [26, 50, 11]
y = max(a) - min(a)
print(y)",39
112,4,138의 약수의 개수를 구해 보세요.,"a = 138
y = 0
for i in range(1, a + 1):
    if a % i == 0:
        y += 1
print(y)",8
113,4,"숫자 25, 8, 88 가 있습니다. 이중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보시오.","a = [25, 8, 88]
b = max(a)
c = min(a)
y = b // c
print(y)",11
114,4,16/50를 약분하여 나타낼 수 있는 분수 중에서 분모가 25인 분수의 분자는 몇 일까요?,"a = 16
b = 50
c = 25
y = a // (b // c)
print(y)",8
115,4,"숫자 1.2, 5.12, 6.8 중에서, 가장 큰 수를 가장 작은 수로 나눈 결과는 얼마입니까?","a = [1.2, 5.12, 6.8]
y = int(max(a) / min(a))
print(y)",5
116,4,"숫자 97, 8, 50가 있습니다. 이중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보시오.","a = [97, 8, 50]
b = max(a)
c = min(a)
y = b // c
print(y)",12
117,4,"85, 35, 25, 2 중 가장 큰 수와 가장 작은 수를 곱하고 계산 결과를 구해보세요.","a = [85, 35, 25, 2]
b = max(a)
c = min(a)
y = b * c
print(y)",170
118,4,"5장의 숫자 카드 5, 9, 7, 1, 2를 한 번씩 사용하여 만들 수 있는 다섯 자리 수 중 만의 자리 숫자가 9 인 가장 큰 수를 구하여 보세요.","a = [5, 9, 7, 1, 2]
b = 9
a.sort()
a.remove(b)
y = 10000 * b + 1000 * a[3]+ 100 * a[2] + 10 * a[1] + a[0]

print(y)",97521
119,4,60의 약수 중에서 2의 배수의 합을 구하세요.,"a = 60
b = 2
c = 1
d = []
for i in range(1 * b, a + 1, b):
    if a % i == 0:
        d.append(i)
y = sum(d)
print(y)",144
