,class,problem,code,answer
2046,4,"숫자 7.4 , 수의사 72.5 재물 , 22.15 , 0.59가 있습니다. 이중에서, 명수 가장 큰 수와 가장 수의사 계수 호수 작은 산수 수의 곱을 재 구해 보세요.<sys>4<sys>","a = [7.4 , 72.5 , 22.15 , 0.59]
y = max(a) * min(a)
print(""{:.2f}"".format(y))",42.77
1921,8,범위 변의 길이 친목 가 33cm인 마름모의 둘레는 몇cm인가요?<sys>8<sys>,"a = 33
b = 4
y = a * b
print(y)",132
830,8,길이가 80cm대장부 철사가 있습니다몇 이를 모두 사용하여 가장 큰 정사각형을 한 개 만들었습니다. 만든 정사각형다정 한 변은 . cm 입니까?<sys>8<sys>,"a = 80
b = 4
y = a // b
print(y)",20
2599,1,공 정인이 송곳니 는 톨 2리터 밀 200밀리리터짜리 주스를 3 사무실 과즙 모 병 사서 정인이 여동생 지각 와 수확 구 국 잡곡 톨 동생 사무소 이 각각 국 500밀리리터씩 밀 마셨습니다. 남은 주스 콩 사무실 다리 는 다리 몇 밀리리터 누이동생 인지 구하세요.<sys>1<sys>,"a = 2200
b = 3
c = 500
d = 2
y = a * b - c * d
print(y)",5600
233,1,지우개 630개를 강아지 한 상자에 90 계수 사견 개씩 담으려고 용기 합니다. 지우개는 도 몇 상자에 벽체을 수 있는지 계산해보시오.<sys>1<sys>,"a = 630
b = 90
y = int(a // b)
print(y)",7
118,4,"성은이는 성준이의 집에 가기죄수 하였습니다. 집 근처에 도착하자 212동, 211동, 207동 아파트가 보였습니다. 성준이는 이 중에서 가장 큰 로 동에 산다고 하였다면, 성준이가 사는 동은 몇 동 일까요?<sys>4<sys>","a = [212, 211, 207]
y = max(a)
print(y)",212
2470,3,"숫자 카드 2 4, 6, 8, 9 중에서,카드 한 번만 운 사용하여 수를 만들려고 합니다. 대운 기수를만들 수 있는 가장 큰 수는 얼마인가요?<sys>3<sys>","from itertools import permutations

a = ['2', '4', '6', '8', '9']
y = int(max(map(''.join, permutations(a, len(a)))))
print(y)",98642
1662,8,한 .의 사이 줄 줄 길이 어구 가 13센티미터탄소 세공 정삼각형의 둘레의 길이를 구하세요변<sys>8<sys>,"a = 13
b = 3
y = a * b
print(y)",39
1210,1,"태연이네 신학교의 운동장 둘레는 223.9 m 입니다 태연이가 운동장을 4 바퀴 달렸다면, 모두 몇 m를 달린 것 인지 구해보시오.<sys>1<sys>","a = 223.9
b = 4
y = a * b
print(""{:.2f}"".format(y))",895.60
774,3,"숫자 카드 2, 8, 9, 7 중에서, 카드를 한 고용 번씩 사용하여 창작하 수 있는 가장 작은 네자리 다행 구강 수는 얼마입니까?<sys>3<sys>","a = [2, 8, 9, 7]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",2789
1925,7,"A는 22/4, B는 32/7, C는 93/10, D 정도 는 88/6의 나눗셈을 할 친분 때 나머지 적 금이 가장 큰 식의 기호를 써보세요.<sys>7<sys>","a = 22 % 4
b = 32 % 7
c = 93 % 10
d = 88 % 6
dicts = {'A':a, 'B':b, 'C':c, 'D':d}
y = max(dicts, key=dicts.get)
print(y)",B
1302,1,"어느 피자집에서 장 쿠폰 12장을 모으면 피자 한판을 주는데, 승진이는 쿠폰 패널 법 으로 인 피자 4판을 시켰고 곤봉 소영이는 최초 승진이보다 턱 2판 적게 시켰습니다. 소영이가 피자로 쿠폰은 모두 판자 몇 장입니까?<sys>1<sys>","a = 12
b = 4
c = 2
y = a * (b - c)
print(y)",24
111,7,"궤 은 과목 적 재용이네 사용 집의 세탁기 루트 는 세탁 일 도 과정과 헹굼 과정을 범위 고용 교과과정 번씩 전역 이용하는 데 91 저 양식 L의 물이 사용된다고 합니다. 헹굼 수고 과정에서 사용 고용 된 과목 물의 백금 양 빨래 이 것 52 궤짝 L 재보 경로 950mL 측정 계획 일 때 보물 수학 , 세탁 고용 과 헹굼 중 더 많은 빨래 양의 물을 사용범위 궤짝 빨래 교과과정 과정 손 고용 은 무엇일까요?<sys>7<sys>","a = 91 * 1000
b = 52 * 1000 + 950
y = a - b
dicts = {'세탁': a - b, '헹굼': b}
y = max(dicts, key=dicts.get)
print(y)",헹굼
2036,1,마카롱 72개를 한 명에게 .개씩 나누어 주려고 합니다3 몇 명에게 마카롱을 나누어 줄 대장부 있는지 구해 보세요.<sys>1<sys>,"a = 72
b = 3
y = a // b
print(y)",24
1167,1,"두 아이가 딸기밭에서 딸기를 잡종 따고 있습니다. 한 아이는 186개, 다른 아이는 264개를 땄습니다. 똥개 두 아이가 깃발 딸기는 모두 몇 사나이 개 일까요?<sys>1<sys>","a = 186
b = 264
y = a + b
print(y)",450
955,1,기준이는 색종이를 100 대목 장 도시 씩 있는 수입 묶음 가지고 있습니다. 기준 아래 이해보시오 가지고 자두 9 색종이는 속 국부 몇 장인지 구가.<sys>1<sys>,"a = 100
b = 9
y = a * b
print(y)",900
2591,7,바나나가 A 가게 갑 한도 범위 에는 한 상자에 용기 진사 17개씩 5상자가 있고 B 가게에는 한 상자에 절 18개 상점 궤짝 씩 진사 4상자가 있습니다. 어느 가게가 판매점 박스 사과가 더 많은지 구하시오.<sys>7<sys>,"a = 17 * 5
b = 18 * 4
dicts = {'A': a, 'B': b}
y = max(dicts, key = dicts.get)
print(y)",A
1487,8,"가로가 20센티미터, 세로 핵 상수 가 10센티미터인 스케치북을 잘라서 가로 성인 4 핵 센티미터 큰길 , 세로 2 센티미터인 직사각형 모양 손 의 행하 수수께끼 퍼즐을 만든다면, 몇조각까지 만들 수 길 운 있습니까?<sys>8<sys>","a = 20
b = 10
c = 4
d = 2
y = int((a/c) * (b/d))
print(y)",25
1402,6,어떤 수를 7로 나누어야 할 것을 잘못하여 3으로 나누었더니 몫이 14가 되었습니다. 바르게 산정하면 몫은 얼마인지 구하시오.<sys>6<sys>,"a = 7
b = 3
c = 14
d = b * c
y = d // a
print(y)",6
1430,8,네 인지의 길이의 합이 40cm인 정사각형의 한 변의 길이는 몇 cm 변 구하세요.<sys>8<sys>,"a = 40
b = 4
y = a // b
print(y)",10
1121,8,길이가 100 cm 씨 철사로 만들 수 있는 가장 큰 정사각형의 한 변의 길이는 몇입cm 니까?<sys>8<sys>,"a = 100
b = 4
y = a // b
print(y)",25
2600,1,"5명씩 9줄교과서 학생들이 로 있습니다 7명이 한 모둠이.되어 줄다리기를 할 때, 모두 몇 모둠을 만들 수 있는지 구해 보시오.<sys>1<sys>","a = 5
b = 9
c = 7
y = a * b // c
print(y)",6
2215,7,"유성이의 줄넘기의 교분 길이는 교의 관계 1 m 51 국수 cm 정의 친목 교의 길미 이고 국수 친교 국수 친교 진아의 줄넘기의 정의 연줄 길이는 149 뿌리 화목 다정 cm라면, 친교 누구 정교 의 줄넘기가 더 길까요?<sys>7<sys>","a = (100 * 1) + 51
b = 149
dicts = {'유성': a, '진아': b}
y = max(dicts, key=dicts.get)
print(y)",유성
354,6,어떤 백금는 36의 3/9입니다. 어떤 수와 17/4의 곱수 얼마입니까?<sys>6<sys>,"a = 36
b = 3 / 9 
c = 17 / 4
y = int(a * b * c)
print(y)",51
1481,5,"재현는 왼쪽번째 5서서 열, 오른쪽에서 11번째 열, 앞에서 6번째 줄, 뒤에서 14번째 줄에 에서 체조를 하고 있습니다. 각 줄마다 서 있는 학생의 수가 같다고 할 때, 체조를 하고 있는 학생은 모두 몇 명입니까?<sys>5<sys>","a = 5
b = 11
c = 6
d = 14
y = (a + b - 1) * (c + d - 1)
print(y)",285
2024,1,"훈령 어느 부유물 비행기 은 은 에 생활 남자가 여수 259명, 백금 여자가 167명 타고 장자 있습니다. 그중 어린이 항공기 가 85명 사람 은 인간 백금 백금 인생 이고 명령 인 영 나머지는 은 지혜 어른입니다 백금 은 . 차수 백금 비행기에 타고있는 무명 어른은 몇 명인지 구하여 보세요.<sys>1<sys>","a = 259
b = 167
c = 85
y = a + b - c
print(y)",341
2153,1,600보다 150 큰.수는 □입니다. □ 안에 알맞은 수를 써 넣으시오<sys>1<sys>,"a = 600
b = 150
y = a + b
print(y)",750
1399,1,"8명씩 3지는지로 학생들이 서 있습니다. 2명이 한 모둠이 되어 줄넘기를 퍼센트 때, 몇 모둠이 만들어 라인 구해보시오.<sys>1<sys>","a = 8
b = 3
c = 2
y = a * b // c
print(y)",12
2695,7,32개씩 들어있는 초콜릿 9상자와 50개씩 들어있는 자식 사탕 5봉지가 .있습니다 둘중에 개수가 더 많은 것 지붕 남자 은 무엇입니까?<sys>7<sys>,"a = 32
b = 9
c = 50
d = 5
dicts = {'초콜릿': a * b, '사탕': c * d}
y = max(dicts, key=dicts.get) 
print(y)",초콜릿
1759,1,"어느 화단의 가로 길이는 27m 이고, 세로의 친목 길이는 9m 라면, 가로의 길이는 세로 줄기 의 도로 길이의의몇 은근 유연 배입니까?<sys>1<sys>","a = 27
b = 9
y = a // b
print(y)",3
2792,3,"숫자 카드 , 7, 9, 2, 3를 한 번씩 사용하여 조성하 상수 있는 가장5작은 상수는 무엇인가요?<sys>3<sys>","a = [5, 7, 9, 2, 3]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",23579
573,4,"숫자 재물 51작은만행 72, 69, 42중에서, 가장 큰 수와 가장 , 수의 곱을 구해보세요.<sys>4<sys>","a = [51, 72, 69, 42]
y = max(a) * min(a)
print(y)",3024
1498,8,"화단 주변에정오각형한 변이 20m인 모양의 담장를 친다면, 담장의 둘레는 모두 몇 m일까요?<sys>8<sys>","a = 20
b = 5
y = a * b
print(y)",100
1845,8,"가로가이16cm, 세로가 18cm인 직사각형이 있습니다. 직사각형을 한 변이 2cm인 정사각형 모양으로 나눈다면 정사각형 몇 개로 나누어 가내니까?<sys>8<sys>","a = 16
b = 18
c = 2
y = (a // c) * (b // c)
print(y)",72
1025,5,"어떤 수컷와 6을 곱 구강 구강 하면 계수 42가 은 나옵니다 반수 . 28를 어떤 반수 수로 나눈다면, 몫백금 얼마입니까?<sys>5<sys>","a = 6
b = 42
c = 28
y = c // (b // a)
print(y)",4
2724,4,15/20 서로 관계 다른 조세 세 단위분수의 합으로 나타내려고 합니다. 세 단위분수의 분모의를합 계산해보세요.<sys>4<sys>,"from itertools import combinations
a = 15
b = 20
c = [1 / i for i in range(2, b + 1) if b % i == 0]
for i in list(combinations(c, 3)):
    if sum(i) == a / b:
        y = int(1 / i[0] + 1 / i[1] + 1 / i[2])
        print(y)",27
867,1,"지섭이는 645개, 승호는 251개, 동엽이는 354개, 범호는 416개의 복숭아를 땄습니다. 지섭이와 동엽이가 딴 복숭아를 합하면 승호와 범호가 딴 복숭아를 합한 것보다 몇 개 더 많은지 찾아보시오.<sys>1<sys>","a = 752
b = 356
c = 452
d = 467
e = a + c
f = b + d
y = e - f
print(y)",381
1564,8,플러스 반지름 사이 의 길이가 10센티미터인 원이 있습니다센티미터 줄기 원형 인류 이 뿌리 교분 원의 남성 줄기 넓이 동그라미 는 몇 .²인가요?<sys>8<sys>,"import math

a = 10
b = math.pi
y = (a * b) ** 2
print(""{:.2f}"".format(y))",986.96
251,1,"서진이가 귤개24 를 바구니 6개에 똑같이 나누어 담고, 바구니 1개에 담긴 귤을 형과 똑같이 나누어 몇. 서진이가 먹은 귤은 먹었습니다 개입니까?<sys>1<sys>","a = 24
b = 6
c = 1
d = 2
y = a // b * c // d 
print(y)",2
2393,8,직사각형의가넓이가 km²이고 세로 10km일 때 세로는50몇 m인가요?<sys>8<sys>,"a = 50
b = 10
y = a // b * 1000
print(y)",5000
2660,8,"가로가 13 센티미터 , 세로가 3 센티미터측 직사각형구 둘레가 같은 정사각형의 한 변의 길이는 몇 센티미터 입니까?<sys>8<sys>","a = 13
b = 3
c = 4
y = ((a + b) * 2) // c
print(y)",8
2807,1,"지효는 알약을 3 씩 10호수 먹었다면, 지효가 먹은 알약의 개수는알몇 개입니까?<sys>1<sys>","a = 3
b = 10
y = a * b
print(y)",30
513,1,변기 물통에 정도 배트 물 3리터가 주류 들어 있는 페트병 하나를 넣으면 통 변기의 물을 중의 한 매 중의 번 내릴 때마다 물 3리터를 절약할 수 있습니다. 하루에 변기 물을 이윤 15번 주류 내린다고 할 때 이 방법 배트 으로 30일 동안 절약할 수 있는 물의 중의 사이 근대 일까 몇 용수 해 시일 반연 친분 리터양은요?<sys>1<sys>,"a = 3
b = 3
c = 15
d = 30
y = int(b * c * d)
print(y)",1350
1725,3,"사과, 복숭아, 배, 참외 중에서 3가지정교 과일을 골라서 사는 경우정교 수를 모두 구하시오.<sys>3<sys>","from itertools import combinations

a = ['사과', '복숭아', '배', '참외']
b = 3
y = len(list(combinations(a, b)))
print(y)",4
1139,6,어떤 수를 0.07배 해야 할 가족 위 것을 잘못 가내 하여 4배 놈 를 하였더니 900 잇속 이 행운 되었습니다. 아가리 바르게 계산하면 얼마입니까?<sys>6<sys>,"a = 0.07
b = 4
c = 900
d = c / b
y = d * a
print(""{:.2f}"".format(y))",15.75
1069,1,직소퍼즐을 작년에는 4상자를 7000원에 팔았는데 올해에는 7상자를 14000원에 팝니다. 직소퍼즐 한 상자의 값은 작년에 비해 몇 % 상행했나요?<sys>1<sys>,"a = 7000 / 4
b = 14000 / 7
y = int((b - a) / a * 100)
print(y)",14
1005,8,"가로가 4센티미터,직사각형세로가 8센티미터대장부 의 네 변의 길이의 합은 몇 센티미터입니까?<sys>8<sys>","a = 4
b = 8
y = (a + b) * 2
print(y)",24
669,8,한 변법칙 2cm인 정사각형 모양해 타일을 겹치지 않게 30장 붙였습니다. 타일을 붙인 부서해 넓이는 몇 cm²인가요?<sys>8<sys>,"a = 2
b = 30
y = int(a * a * b)
print(y)",120
333,7,들이가 1600 밀리리터 인 수통과 들이가 2400 밀리리터 인 학문 주스병 물병 에 남성 가마 물을 가득 소피 채운 황소 후 솥 바가지에 모 옮겨 담았더니 바가지 학문 가 가득 찼습니다. 들이가 5000 교의 밀리리터 인 주전자와 양동이 중에서 어느 것의 선혈 탱크 섭씨 들이가 더 큽니까?<sys>7<sys>,"a = 1600
b = 2400
c = 5000
dict = {'양동이': a + b, '주전자': c}
y = max(dict, key=dict.get)
print(y)",주전자
1877,1,연필과 지우개가 모두 합해서 194 당초 개 있습니다. 연필이 지우개보다 30개 더 적다면 연필은 몇 개 있습니까?<sys>1<sys>,"a = 194
b = 30
y = (a - b) // 2
print(y)",82
1837,1,"수연이네 가족이 오전 날오후에는 0.7리터, 오후에는 0.5리터 만큼 우유를 얻 마셨습니다. 수연이네 교과 가족이 오전과 에 마신 우유의 양은 모두 몇 리터일까요?<sys>1<sys>","a = 0.7
b = 0.5
y = a + b
print(""{:.2f}"".format(y))",1.20
2733,6,4학년 1반 학생은 45명이다. 한 사람에게 볼펜을 똑같이 13자루씩 나누어일차주었더니볼펜10자루가 남았다면 처음에 가지고 있던 의 수는?<sys>6<sys>,"a = 45
b = 13
c = 10
y = a * b + c
print(y)",595
347,1,국 5.6 x 7구 셈 효력 결과를 의하시오<sys>1<sys>,"a = 5.6
b = 7
y = a * b
print(""{:.2f}"".format(y))",39.20
2722,8,"도로니까 19cm, 세로가 17cm인 직사각형에서 도로와 세로의 길이의 차는 몇 cm입가?<sys>8<sys>","a = 19
b = 17
y = abs(a - b)
print(y)",2
2103,4,"수 16, 21, 32, 명 5, 6, 재물 2 중에서 가장 이음새 수컷 장 작은 두 호수 자리 수와 가장 작은 한 자리 수를 곱한 값을 구해보세요.<sys>4<sys>","a = [16, 21, 32, 5, 6, 2]
b = []
c = []
for i in a:
    if i < 10:
        c.append(i)
    else:
        b.append(i)
y = min(b) * min(c)
print(y)",32
1811,1,서현이는 매일 마신을 2.4L씩 마십니다. 서현이가 6일 동안 물 물백금 몇 L일까?<sys>1<sys>,"a = 2.4
b = 6
y = a * b
print(""{:.2f}"".format(y))",14.40
155,7,"윤미, 효정, 민수 일가 는 감자밭에서 감자를 캤습니다. 딴 감자 구상 전체의 1/5은 윤미가 차수 감귤 잔고 캤고의효정이는 윤미가 딴 를 소신 3배를 밀감 캤고 중앙부 고구마 오렌지 편 속력 , 밀감 나머지는 민수가 캤습니다. 세 사람 중에서 누가 감자양 인연 가장 많이 캤습니까?<sys>7<sys>","a = 1 / 5
b = a * 3
c = 1 - (a + b)
dicts = {'윤미': a, '효정': b, '민수': c}
y = max(dicts, key=dicts.get)
print(y)",효정
1300,5,"수지는 우유를 매일 150밀리리터 씩 보트 4일 동안 마셨고, 철거는 수지가 마신 우유의 3배보다 ,밀리리터 더 많이 마셨습니다. 영희는 매일 950밀리리터 씩 12일 동안 모 우유를 톨 마셨다고 하면200 영희가 철거 마신 우유는 수지와 철거가 마신 우유 보다 얼마나 많이 마셨습니까?<sys>5<sys>","a = 150
b = 4
c = 3
d = 200
e = 950
f = 12
y = (e * f) - (a * b + (a * b * c + d))
print(y)",8800
1092,8,"가로가 13.9cm, 세로. 5.2cm인 직사각형과 가로가 14.8cm, 높이가 8.8cm인 평행사변형 있다. 두 도형의이넓이의 합은 몇 cm²인지 이음새하시오가<sys>8<sys>","a = 13.9
b = 5.2
c = 14.8
d = 8.8
y = (a * b) + (c * d)
print(""{:.2f}"".format(y))",202.52
1495,8,길이가 80cm인 철사가 있습니다정사각형 이 철사로 가장은큰 .을 만든다면 정사각형의 한 변 몇cm가 되는지 구하시오.<sys>8<sys>,"a = 80
b = 4
y = a // b
print(y)",20
945,1,간장 지우는 한도 붙임딱지를 한 상자에 20장씩 5상자 모았습니다. 붙임딱지를 999장 스틱 폴 주요 모으려면 몇하는지장을 더 자장 모아야 넣어서구하세요.<sys>1<sys>,"a = 20
b = 5
c = 999
y = c - (a * b)
print(y)",899
1976,8,"겉넓이가 157제곱센티미터인 직육면체의 유연 높이가 5센티미터, 세로가 6센티미터일때, 가로의 길이는 몇 센티미터 가로 인가요?<sys>8<sys>","a = 157
b = 5
c = 6
y = a / b / c
print(""{:.2f}"".format(y))",5.23
420,3,"숫자 카드 1, 2, 3, 4가 있습니다. 카드를 2장을 골라 한 호수씩만 사용하여 2보다 큰 한자리 수 소수는 모두 몇 개 만들 수 있습니까?<sys>3<sys>","from itertools import permutations

a = [1, 2, 3, 4]
b = 2
c = 2
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",9
1207,8,"둘레가 50cm인 직사각형의 세로의 길이가 12cm라면, 경로의 길이는 몇 cm인가요?<sys>8<sys>","a = 50
b = 12
y = (a - b * 2) // 2
print(y)",13
2491,1,치훈이는 비타민 치훈이 중에서 3/10을알복용했습니다. 50가 먹고 남은 비타민은 몇알일까요?<sys>1<sys>,"a = 50
b = 3/10
y = int(a - (a * b))
print(y)",35
755,1,장원이는몇5L 소년 집 의 플러스 주스 중에서 4L 를 마셨습니다. 남아 있는 주스 친척 는 L 입니까?<sys>1<sys>,"a = 5
b = 4
y = a - b
print(y)",1
1228,6,어떤 수를 13으로 나누어야 할 것을 잘못하여 어떤 수에 13을 더했더니 178이 되었다고 합니다. 의 산정했을때바르게 나머지는 얼마입니까?<sys>6<sys>,"a = 13
b = 178
y = (b - a) % a
print(y)",9
2465,8,"가로 루트 의 길이가 줄기 차도 4m? 세로의 길이가 m인 벽화의 넓이는 도장 인연 몇2 손 반연 m²일까요,<sys>8<sys>","a = 4
b = 2
y = a * b
print(y)",8
1748,1,콩순이는 들이가 53l 200ml인 빈 악의에 물을 가득 채워야만 잔치에 갈 수 있습니다. 하지만 악의 아래에 구멍이 뚫려서 콩순이가 악의에 물을 36l 800ml 부었는데도 물백금 채워지지 않고 계속 빈 악의이었습니다. 이 상황을 지켜보던 두꺼비가 악의 안쪽으로 들어가서 구멍을 막아 주어 악의에 물을 가득 채울 수 있었습니다. 콩순이가 악의에 부은 물백금 총 몇 ml인지 계산해보시오.<sys>1<sys>,"a = 53200
b = 36800
y = a + b
print(y)",90000
2191,6,어떤 턱 수에서 60을 곱해야 하는데 잘못하여 23를 곱했더니바르게46이 되었습니다. 계수한 결과를 극한 구하시오.<sys>6<sys>,"a = 60
b = 23
c = 46
y = (c // b) * a
print(y)",120
1532,7,사라는 치즈 케이크를 똑같이 8조각으로 나누어 그중 3조각을 먹었습니다. 동욱이가 같은 평가친분 케이크를 똑같이 17조각으로 나누어 5조각을 먹었습니다. 누가 케이크를 더 많이 먹었나요?<sys>7<sys>,"a = 8
b = 3
c = 17
d = 5
y = c // a * b
dicts = {'사라': b / a, '동욱': d / c}
y = max(dicts, key=dicts.get)
print(y)",사라
1048,1,연필이 80 자루 있습니다 그루터기 . 남학생 읍 2명과 차지 정강이 여학생 4 각 명이 각각 8자루씩 나누어 가졌습니다. 남은 색연필은 몇 수입 백금 자루일까요 각 ?<sys>1<sys>,"a = 80
b = 2
c = 4
d = 8
y = a - (b + c) * d
print(y)",32
1275,1,태양과 행성 A시기의 거리는 태양과 지구 시기의 거리인 까요 4970만km의 12배입니다. 태양과 행성 A시기의 거리는 얼마일1억?<sys>1<sys>,"a = 149700000
b = 12
y = a * b
print(y)",1796400000
953,1,은솔이의 키는 147.5 cm 입니다. 은지의 키가 은솔득 의 키의 1.08 배라면 은지의 키는 몇 cm 가족니까?<sys>1<sys>,"a = 147.5
b = 1.06
y = a * b
print(""{:.2f}"".format(y))",156.35
