,class,problem,code,answer
599,4,"경숙이는 은지의 집에 가기로 하였습니다. 은지네 집은 아파트입니다. 집 근처에 도착하자 312동, 309동, 341동 아파트가 보였습니다. 은지는 이 중에서 가장 큰 수인 동에 산다고 하였습니다. 은지가 사는 동은 몇 동 일지 알아보세요.<sys>4<sys>","a = [312, 309, 341]
y = max(a)
print(y)",341
648,8,"아랫변이 200cm, 윗변이 300cm, 높이가 400cm인 사다리꼴이 있습니다. 이 사다리꼴의 넓이를 몇 m²입니까?<sys>8<sys>","a = 200
b = 300
c = 400
y = (a + b) * c // 2 // 10000
print(y)",10
1095,1,성한이는 동화책 16권 중에서 5권을 동생에게 주고 아버지께 26권을 선물로 받았습니다. 지금 성한이가 가지고 있는 동화책은 몇 권입니까?<sys>1<sys>,"a = 16
b = 5
c = 26
y = a - b + c
print(y)",37
151,4,"숫자 91,80,84,99가 있습니다. 이중에서, 6으로 나누어 떨어지는 숫자의 개수를 구하시오.<sys>4<sys>","a = [90, 70, 30, 40]
b = 6
y = 0
for i in a:
    if i % b == 0:
        y += 1
print(y)",2
183,7,용선이는 케이크를 똑같이 10 조각으로 잘랐습니다. 어제는 전체의 0.4 만큼 먹었고 오늘은 남은 양의 0.6 만큼 먹었습니다. 용선이는 어제와 오늘 중 언제 더 적은 양의 케이크를 먹었을까요?<sys>7<sys>,"a = 10
b = 0.4
c = 0.6
dicts = {'어제': a * b, '오늘': a * b * c}
y = min(dicts, key=dicts.get)
print(y)",오늘
1315,4,586과 45중 큰 수를 작은 수로 나누어 나머지를 구해 보시오.<sys>4<sys>,"a = 586
b = 45
y = a % b
print(y)",1
2106,5,"지수가 가지고 있는 끈의 길이는 11미터 입니다. 세호가 가지고 있는 끈의 길이는 지수의 끈의 길이의 1.3배 이고, 준수가 가지고 있는 끈의 길이는 지수의 끈의 길이의 1.2 배입니다. 세호와 준수가 가지고 있는 끈의 길이의 합은 몇 미터인지 구하시오.<sys>5<sys>","a = 11
b = 1.3
c = 1.2
y = a * b + a * c
print(""{:.2f}"".format(y))",27.50
1023,8,가로의 길이가 22cm이고 세로의 길이가 A인 직사각형의 둘레가 90cm일 때 A를 구하세요.<sys>8<sys>,"a = 22
b = 90
y = (b - a - a) // 2
print(y)",23
2125,4,"4, 5, 8 세 수를 사용하여 만든 가장 큰 수와 가장 작은 수의 차를 구해보시오.<sys>4<sys>","a = [4, 5, 8]
a.sort()
b = list(map(str, a))
b = int("""".join(b))
a.sort(reverse=True)
c = list(map(str, a))
c = int("""".join(c))
y = c - b
print(y)",396
2666,5,"천의 자리 숫자가 9, 백의 자리 숫자가 1, 십의 자리 숫자가 3, 일의 자리 숫자가 2인 네자리 수가 있습니다. 이 수부터 5씩 커지도록 10번 뛰어 센 수를 구하세요.<sys>5<sys>","a = (9 * 1000) + (1 * 100) + (3 * 10) + (2 * 1)
b = 5
c = 10
y = a + (b * c)
print(y)",9182
77,1,경수는 10000원짜리 지폐를 8장 가지고 있습니다. 지수가 가지고 있는 돈은 얼마인가요?<sys>1<sys>,"a = 10000
b = 8
y = a * b
print(y)
",80000
541,8,"현수는 둘레가 392.92cm인 정사각형 모양 캔버스에 유화를 그렸다면, 유화를 그린 캔버스의 한 변의 길이는 몇 cm인가요?<sys>8<sys>","a = 392.92
b = 4
y = a / b
print(""{:.2f}"".format(y))",98.23
1567,8,"밑변이 10cm, 높이가 20cm인 평행사변형이 있고, 넓이는 밑변이 10cm, 높이가 20cm인 삼각형이 있습니다. 두 도형의 넓이의 차는 몇 cm² 입니까?<sys>8<sys>","a = 10
b = 20
c = 10
d = 20
y = (a * b) - (c * d // 2)
print(y)",100
725,6,어떤 수를 82로 나누었을 때 나머지가 될 수 있는 수 중에서 가장 큰 수를 8로 나누면 나머지는 얼마인가?<sys>6<sys>,"a = 82
b = a - 1
c = 8
y = b % c
print(y)",1
2721,8,둘레가 4.84미터인 정사각형의 한 변의 길이는 몇 미터인가요?<sys>8<sys>,"a = 4.84
b = 4
y = a / b
print(""{:.2f}"".format(y))",1.21
1771,4,"색연필의 무게는 지우개 2개, 볼펜의 무게는 지우개 5개, 필통의 무게는 지우개 30개, 색종이 한 묶음의 무게는 지우개 12개의 무게와 같다고 한다면, 가장 무거운 물건의 무게는 가장 가벼운 물건의 무게의 몇 배입니까?<sys>4<sys>","a = 2
b = 5
c = 30
d = 12
e = [a, b, c, d]
y = int(max(e) / min(e))
print(y)",15
442,3,10보다 크고 55보다 작은 수 중에서 3으로 나누면 나머지가 1이고 8로 나누면 나누어떨어지는 수는 모두 몇 개일까요?<sys>3<sys>,"a = 10
b = 55
c = 3
d = 1
e = 8
y = 0
for i in range(a+1, b):
    if i % c == d and i % e == 0:
        y = y + 1
print(y)",2
2572,3,"4장의 숫자 카드 0,1,2,8이 있습니다. 이중에서, 2장을 뽑아 한 번씩만 사용하여 가장 큰 두 자리 수를 만들었습니다. 이 수를 2로 나눈 몫은 얼마입니까?<sys>3<sys>","from itertools import permutations

a = ['0', '1', '2', '8']
b = 2
c = 2
y = int(max(map(''.join, permutations(a, b)))) / c 
y = int(y)
print(y)",41
1571,4,"47, 45, 66, 50, 53 중에서 45 이하인 수는 모두 몇 개입니까?<sys>4<sys>","a = [47, 45, 66, 50, 53]
b = 45
y = 0
for i in a :
    if i <= b :
        y += 1
print(y)",1
1885,1,"빨간색 빨대는 9개씩 5묶음, 초록색 빨대는 7개씩 3묶음있다면, 두 빨대의 개수의 차이는 얼마입니까?<sys>1<sys>","a = 9
b = 5
c = 7
d = 3
y = (a * b) - (c * d)
print(y)",24
1595,8,한 변의 길이가 17cm인 정사각형의 각 변의 가운데를 이어 마름모를 그렸습니다. 마름모의 넓이는 몇 cm²인가요?<sys>8<sys>,"a = 17
y = a * a // 2
print(y)",144
1470,8,한변의 길이가 1.7미터인 정사각형의 넓이는 몇 제곱미터인가요?<sys>8<sys>,"a = 1.7
y = a * a
print(""{:.2f}"".format(y))",2.89
1757,3,"3장의 숫자 카드 4,8,6 중에서, 2장을 골라 한 번씩만 사용하여 두 자리 수를 만들었습니다. 만든 두 자리 수를 2로 나누었을 때 몫이 가장 큰 나눗셈식의 몫을 구하시오. <sys>3<sys>","from itertools import permutations

a = ['4', '8', '6']
b = int(max(map(''.join, permutations(a, 2))))
c = 2
y = b // c
print(y)",43
2319,1,한 봉지의 무게가 3.6kg인 현미가루 4봉지의 무게는 몇 kg인지 구하여 보세요.<sys>1<sys>,"a = 3.6
b = 4
y = a * b
print(""{:.2f}"".format(y))",14.40
715,1,선생님 15명에게 볼펜을 똑같이 3자루씩 주려고 한다. 필요한 볼펜의 개수는?<sys>1<sys>,"a = 15
b = 3
y = a * b
print(y)",45
2213,8,넓이가 20센티미터인 원의 반지름의 길이가 두 배가 될 경우 넓이를 무엇인가요?<sys>8<sys>,"import math

a = 20
b = 2
c = math.pi
y = int((((a ** 0.5) / c) * b * c) ** 2)
print(y)",80
1828,8,넓이가 80k제곱미터이고 세로가 20k미터인 직사각형이 있습니다. 이 직사각형의 세로는 몇 미터인가요?<sys>8<sys>,"a = 80
b = 20
y = a // b * 1000
print(y)",4000
1674,1,"사과를 783개를 한 상자에 5개씩 담아 팔려고 할 때, 팔 수 있는 상자 수를 알아보려고 합니다. 사과를 한 상자에 5개씩 담아 팔면 최대 몇 상자까지 팔 수 있을 지 계산해보세요.<sys>1<sys>","a = 783
b = 5
y = a // b
print(y)",156
2108,1,쌀 14.24kg을 3주일 동안 똑같이 나누어 먹었습니다. 하루에 먹은 쌀은 몇 kg인지 구하시오.<sys>1<sys>,"a = 14.24
b = 21
y = a / b
print(""{:.2f}"".format(y))",0.68
912,7,"172 cm인 친구의 키를 진수는 175cm으로 어림하였고 민현이는 170cm으로 어림하였다면, 둘 중에 누가 더 가깝게 어림하였는지 구하세요.<sys>7<sys>","a = 172
b = 175
c = 170
dicts = {'진수': abs(a - b), '민현': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",민현
292,8,넓이가 60센티미터인 원의 반지름의 길이가 세 배가 될 경우 넓이는 센티미터²가 될까요?<sys>8<sys>,"import math

a = 60
b = 3
c = math.pi
y = int((((a ** 0.5) / c) * b * c) ** 2)
print(y)",540
2214,7,"성희의 색연필의 길이는 6.9 cm, 택규의 색연 필의 길이는 72 mm입니다. 누구더 긴 색연필을 가지고 있을까요?<sys>7<sys>","a = 69
b = 72
dicts = {""성희"": a, ""택규"": b}
y = max(dicts, key=dicts.get)
print(y)",택규
2062,8,"세 각의 크기가 각각 120°, 50°, 60°인 사각형이 있습니다. 이 사각형의 나머지 한 각의 크기를 구하시오.<sys>8<sys>","a = 360
b = 120
c = 50
d = 60
y = a - b - c - d
print(y)",130
694,7,도자기를 만드는 데 예림이가 사용한 찰흙의 무게는 0.21 kg이고 찬우가 사용한 찰흙의 무게는 0.32 kg 입니다. 누가 더 찰흙을 많이 사용했습니까?<sys>7<sys>,"dicts = {""예림"": 0.21, ""찬우"": 0.32}
y = max(dicts, key=dicts.get)
print(y)",찬우
658,8,둘레가 40cm인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 cm²인지 구하세요.<sys>8<sys>,"a = 40
b = 4
y = (a // b) ** 2 // 2
print(y)",50
1738,8,넓이가 36센티미터제곱인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 센티미터입니까?<sys>8<sys>,"a = 36
y = int(a ** 0.5)
print(y)",6
2320,8,"동우는 지름이 60센티미터 인 굴렁쇠를 일직선으로 3바퀴 굴렸습니다. 굴렁쇠가 굴러간 거리를 재어 보니 565.2센티미터 일 때, 굴렁쇠의 둘레는 지름의 몇 배입니까?<sys>8<sys>","a = 565.2
b = 3
c = 60
d = a / b
y = d / c
print(""{:.2f}"".format(y))",3.14
2235,5,"두 수A,B가 있습니다. 두 수A,B의 합은 12이고 큰 수를 작은 수로 나누면 몫이 5입니다. 두 수의 차를 구하시오.<sys>5<sys>","a = 18
b = 8
y = int((a / (b + 1))*b - a / (b + 1))
print(y)",14
2165,1,국화의 꽃을 따서 모아서 차로 마시기도 한다. 국화의 꽃잎이 한 송이에 48개씩 23송이 있습니다. 꽃잎은 모두 몇 개 일까요?<sys>1<sys>,"a = 48
b = 23
y = a * b
print(y)",1104
1635,1,오늘 야구부에서 한 상자에 12개가 들어있는 야구공을 20상자 받았습니다. 야구부가 받은 야구공의 개수는 몇 개입니까?<sys>1<sys>,"a = 12
b = 20
y = a * b
print(y)",240
2032,8,"서로 다른 세 면의 넓이가 각각 3cm², 4cm², 10cm²인 직육면체가 있습니다. 이 직육면체의 겉넓이는 몇  cm²입니까?<sys>8<sys>","a = 3
b = 4
c = 10
y = (a + b + c) * 2
print(y)",34
1984,4,185과 45의 최대공약수는 몇 일까요?<sys>4<sys>,"import math
a = 185
b = 45
y = math.gcd(a, b)
print(y)",5
1687,1,1분에 0.8리터의 물이 나오는 수도에서 20분 동안 물을 받으면 몇 리터가 될까요?<sys>1<sys>,"a = 1
b = 0.9
c = 15
y = b / a * c
print(""{:.2f}"".format(y))",13.50
739,6,라헬이가 어떤 수 부터 100씩 15번 뛰어 세었더니 5850이 되었습니다. 어떤 수는 얼마인지 구하세요.<sys>6<sys>,"a = 100
b = 15
c = 5850
y = c - (a * b)
print(y)",4350
773,1,체리 645개를 한 명에게 3개씩 주면 몇 명에게 나누어 줄 수 있을까요?<sys>1<sys>,"a = 645
b = 3
y = a // b
print(y)",215
249,1,중국 돈 1위안으로 바꾸기 위해 우리나라돈 160원을 지불해야한다고 할 때 600위안으로 바꾸려면 우리나라 돈 얼마를 지불해야 할까요?<sys>1<sys>,"a = 160
b = 600
y = int(a * b)
print(y)",96000
1406,7,"윤아와 한서의 자유형 100 미터 기록은 각각 윤아 150초, 한서는 2분 10초 입니다. 누가 더 빠른지 구하세요.<sys>7<sys>","a = 150
b = (2 * 60) + 10
dicts = {'윤아': a, '한서': b}
y = min(dicts, key=dicts.get)
print(y)",한서
474,5,"규칙적인 수의 배열 5117, A, 5119 에서 A에 알맞은 수를 구해 보시오.<sys>5<sys>","a = 5119
b = 5117
c = a - b
y = b + c // 2
print(y)",5118
1454,8,길이가 60cm인 철사로 만든 가장 큰 정사각형의 넓이는 몇 cm²일까요?<sys>8<sys>,"a = 60
b = 4
y = (a // b) ** 2
print(y)",225
2313,1,"쿠키 12개와 머핀 60개를 최대한 많은 모둠에게 남김없이 똑같이 나누어 주려고 한다면, 몇 모둠에 나눠줄 수 있나요?<sys>1<sys>","import math

a = 12
b = 60
y = math.gcd(a, b)
print(y)",12
831,1,동진이네 반 학생 48명에게 연필을 5자루씩 나누어 주려고 합니다. 연필을 12자루씩 묶음으로만 판다면 최소 몇 장을 사야 하는지 구해 보세요.<sys>1<sys>,"a = 48
b = 5
c = 12
y = ((a * b // c) + 1) * c
print(y)",252
73,1,주전자의 물을 2리터 200밀리리터 마시고 봤더니 5리터 100밀리리터가 남았습니다. 처음 주전자에 들어 있던 물은 몇 밀리리터인가요?<sys>1<sys>,"a = 2 * 1000 + 200
b = 5 * 1000 + 100
y = b + a
print(y)",7300
51,8,"직사각형의 가로 길이가 30cm, 세로 길이가 20cm이라면, 이 직사각형의 넓이는 몇 cm²입니까?<sys>8<sys>","a = 30
b = 20
y = a * b
print(y)",600
1965,6,어떤 수에 7을 곱해야 할 것을 잘못하여 27을 더했더니 257이 되었습니다. 바르게 계산해보시오.<sys>6<sys>,"a = 7
b = 27
c = 257
y = (c - b) * a
print(y)",1610
481,8,"지름이 20cm인 원 A와 , 반지름이 4cm인 원 B가 있습니다. 두 원AB의 둘레의 차를 구하시오. 원주율은 3으로 계산합니다.<sys>8<sys>","a = 20
b = 4
c = 2
d = 3
y = abs((a * d) - (b * c * d))
print(y)",36
1719,3,"숫자 카드 1, 3, 5, 7, 9를 모두 한 번씩만 사용하여 만들 수 있는 가장 작은 다섯 자리 수를 구하시오.<sys>3<sys>","a = [1, 3, 5, 7, 9]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",13579
605,1,16 x 34을 계산하시오.<sys>1<sys>,"a = 16
b = 34
y = a * b
print(y)",544
2014,1,진우는 558 페이지짜리 백과사전을 사서 일주일 동안 5/18 를 읽었습니다. 진우가 일주일 동안 읽은 백과사전은 몇 페이지 일까요?<sys>1<sys>,"a = 962
b = 7/18
y = int(a * b)
print(y)",374
1654,1,쿠폰 15장을 모으면 치킨 1마리로 바꿀 수 있습니다. 미주는 치킨 2마리로 바꿨고 재석이는 미주보다 1마리 더 바꾸었습니다. 재석이가 치킨으로 바꾼 쿠폰은 몇 장입니까?<sys>1<sys>,"a = 15
b = 2
c = 1
y = a * (b + c)
print(y)",45
2745,1,굿즈 공장에서 굿즈를 한 상자에 156개씩 담아서 포장하였습니다. 45상자에는 굿즈가 모두 몇 개 들어 있을까?<sys>1<sys>,"a = 156
b = 45
y = a * b
print(y)",7020
2005,8,넓이가 64cm² 인 정사각형 모양의 골판지의 가로를 5cm 잘라 내고 세로를 처음 길이의 반만큼 잘라냈습니다. 잘라 내고 남은 골판지의 넓이는 몇 cm²인지 구하시오.<sys>8<sys>,"a = 64
b = 5
c = 2
y = ((a ** 0.5) - b) * ((a ** 0.5) // c)
y = int(y)
print(y)",12
1304,4,"숫자 777, 888, 999, 2, 555 가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구해보세요.<sys>4<sys>","a = [777, 888, 999, 2, 555]
b = max(a)
c = min(a)
y = b * c
print(y)",1998
724,1,주영이의 몸무게는 50kg입니다. 동생의 몸무게가 주영이의 0.65배 라면 동생의 몸무게는 몇 kg일지 구해보시오.<sys>1<sys>,"a = 50
b = 0.65
y = a * b
print(""{:.2f}"".format(y))",32.50
316,4,"숫자 97, 8, 50가 있습니다. 이중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보시오.<sys>4<sys>","a = [97, 8, 50]
b = max(a)
c = min(a)
y = b // c
print(y)",12
1606,1,"연호는 매일 화단에 물을 줍니다. 물을 어제는 3000mL , 오늘은 1820mL 주었습니다. 어제 준 물과 오늘 준 물의 차는 몇 mL인가요?<sys>1<sys>","a = 3000
b = 1820
y = a - b
print(y)",1180
859,1,"큰 상자의 무게는 60kg이고, 작은 상자의 무게는 5kg입니다. 큰 상자의 무게는 작은 상자의 무게의 몇 배인지 구해보시오.<sys>1<sys>","a = 60
b = 5
y = a // b
print(y)",12
1592,6,어떤 수에 5을 곱해야 할 것을 실수로 빼었더니 55가 되었습니다. 바르게 계산한 값은 얼마인지 구하시오.<sys>6<sys>,"a = 5
b = 55
y = (b + a) * a
print(y)",300
2729,8,넓이가 50cm²이고 높이가 10cm인 삼각형이 있습니다. 이 삼각형의 밑변의 길이는 몇 cm인지 구해 보세요.<sys>8<sys>,"a = 50
b = 10
y = int(a * 2 // b)
print(y)",10
1836,1,규현이는 운동을 하려고 한 바퀴가 300m인 운동장을 5바퀴 뛰었습니다. 규현이가 뛴 거리는 몇 m 입니까?<sys>1<sys>,"a = 300
b = 5
y = a * b
print(y)",1500
2374,8,둘레가 16센티미터인 정사각형의 한 변은 몇 센티미터 입니까?<sys>8<sys>,"a = 16
b = 4
y = a // b
print(y)",4
430,1,"(4/6)×3, 3.6×3, (4/9)×3의 계산결과의 합을 구하세요.<sys>1<sys>","a = (4/6)*3
b = 3.6*3
c = (4/9)*3
y = a + b + c
print(""{:.2f}"".format(y))",14.13
587,8,"가로가 12cm , 세로가 22cm인 직사각형 모양의 책의 넓이는 몇 cm²입니까?<sys>8<sys>","a = 12
b = 22
c = 4
y = a * b
print(y)",264
1783,5,3.5 * 4를 0.2의 개수로 계산한다면 몇 개가 됩니까?<sys>5<sys>,"a = 3.5
b = 4
c = 0.2
y = int(a * b / c)
print(y)",70
24,5,"어떤 수에 30를 더한 후 5로 나누고, 3를 뺀 값에 2를 곱한 값이 12라면, 어떤 수는 얼마일까요?<sys>5<sys>","a = 30
b = 5
c = 3
d = 2
e = 12
y = (e // d + c) * b - a
print(y)",15
